NAME,TYPE,UNIT,ADDR,RAW_ZERO,RAW_FULL,ENG_ZERO,ENG_FULL,ENG_UNITS,FORMAT,COMMENT,CLUSTER,EQUIP,ITEM,TAGGENLINK,LINKED,EDITCODE,HISTORIAN,CUSTOM1,CUSTOM2,CUSTOM3,CUSTOM4,CUSTOM5,CUSTOM6,CUSTOM7,CUSTOM8,WRITEROLES,GUID,CUSTOM,DEADBAND,OID,REF1,REF2
"LW_Sub1_Comp_LT_Face_Control_Temp_LL_SP","REAL","LW_Sub1_CLX","LW_SS01_Comp.LT_FACE_CONT.LowLowSP","0.0","100.0","0.0","100.0","^0xb0C","#EU","LT Face Control Compartment RTD - Low Low Level Setpoint","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","LT Face Control Compartment RTD","","600","","","","","","1aacb667-c575-4599-54a6-33f97c959bb4","","","0x0012d364","",""
"LW_Sub1_Comp_LT_Face_Control_Temp_LL_T","DIGITAL","LW_Sub1_CLX","LW_SS01_Comp.LT_FACE_CONT.LowLowAlarm","","","","","","","LT Face Control Compartment RTD - Low Low Level Alarm","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","LT Face Control Compartment RTD","Alm_Trip","","","","","","","516e568f-bae8-4783-55ae-880a7243e3f1","","","0x0012d3c0","",""
"LW_Sub1_Comp_LT_Face_Control_Temp_OOS","DIGITAL","LW_Sub1_CLX","LW_SS01_Comp.LT_FACE_CONT.OOS","","","","","","","LT Face Control Compartment RTD - Out of Service","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","LT Face Control Compartment RTD","","","","","","","","202e640a-0b43-46d7-978a-72fbc5f4ec27","","","0x0012d370","",""
"LW_Sub1_Comp_LT_Face_Control_Temp_PV","REAL","LW_Sub1_CLX","LW_SS01_Comp.LT_FACE_CONT.PV","0.0","100.0","0.0","100.0","^0xb0C","#EU","LT Face Control Compartment RTD - Process Variable","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","LT Face Control Compartment RTD","","1","","","","","","f342ff3b-3442-4389-48a8-647b711e7197","","","0x0012d360","",""
"LW_Sub1_Comp_PLC_Temp_ChFlt_T","DIGITAL","LW_Sub1_CLX","LW_SS01_Comp.PLC.Offscale","","","","","","","PLC Compartment Temperature - Channel Fault","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","PLC Compartment Temperature","Alm_Trip","","","","","","","ff58ec93-53d3-4e0c-4cac-881d9e2ad0e0","","","0x0012d310","",""
"LW_Sub1_Comp_PLC_Temp_H_SP","REAL","LW_Sub1_CLX","LW_SS01_Comp.PLC.HighSP","0.0","100.0","0.0","100.0","^0xb0C","#EU","PLC Compartment Temperature - High level Setpoint","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","PLC Compartment Temperature","","600","","","","","","d38c3a74-2af7-404f-6083-9cd936c68983","","","0x0012d2f2","",""
"LW_Sub1_Comp_PLC_Temp_H_W","DIGITAL","LW_Sub1_CLX","LW_SS01_Comp.PLC.HighAlarm","","","","","","","PLC Compartment Temperature - High Level Alarm","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","PLC Compartment Temperature","Alm_Warning","","","","","","","7bd4ac47-6e63-45ef-299c-cdd7ec0b20d2","","","0x0012d330","",""
"LW_Sub1_Comp_PLC_Temp_HH_SP","REAL","LW_Sub1_CLX","LW_SS01_Comp.PLC.HighHighSP","0.0","100.0","0.0","100.0","^0xb0C","#EU","PLC Compartment Temperature - High High Level Setpoint","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","PLC Compartment Temperature","","600","","","","","","c7cde5b0-dbf0-41d8-68ac-99e83ae6ebff","","","0x0012d2f1","",""
"LW_Sub1_Comp_PLC_Temp_HH_T","DIGITAL","LW_Sub1_CLX","LW_SS01_Comp.PLC.HighHighAlarm","","","","","","","PLC Compartment Temperature - High High Level Alarm","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","PLC Compartment Temperature","Alm_Trip","","","","","","","1937f826-6519-47df-5eac-ffde0a01e623","","","0x0012d320","",""
"LW_Sub1_Comp_PLC_Temp_L_SP","REAL","LW_Sub1_CLX","LW_SS01_Comp.PLC.LowSP","0.0","100.0","0.0","100.0","^0xb0C","#EU","PLC Compartment Temperature - Low Level Setpoint","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","PLC Compartment Temperature","","600","","","","","","7bce0c16-28b0-44cf-c587-93536f3167a9","","","0x0012d2f3","",""
"LW_Sub1_Comp_PLC_Temp_L_W","DIGITAL","LW_Sub1_CLX","LW_SS01_Comp.PLC.LowAlarm","","","","","","","PLC Compartment Temperature - Low Level Alarm","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","PLC Compartment Temperature","Alm_Warning","","","","","","","b27bae4f-c85d-4c4e-db99-4fc18670076f","","","0x0012d340","",""
"LW_Sub1_Comp_PLC_Temp_LL_SP","REAL","LW_Sub1_CLX","LW_SS01_Comp.PLC.LowLowSP","0.0","100.0","0.0","100.0","^0xb0C","#EU","PLC Compartment Temperature - Low Low Level Setpoint","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","PLC Compartment Temperature","","600","","","","","","c1f413f5-bda6-4d88-0e8b-fe9885702ee8","","","0x0012d2f4","",""
"LW_Sub1_Comp_PLC_Temp_LL_T","DIGITAL","LW_Sub1_CLX","LW_SS01_Comp.PLC.LowLowAlarm","","","","","","","PLC Compartment Temperature - Low Low Level Alarm","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","PLC Compartment Temperature","Alm_Trip","","","","","","","4bd930c9-8fa1-499a-3f9c-6ddc9b62d5e7","","","0x0012d350","",""
"LW_Sub1_Comp_PLC_Temp_OOS","DIGITAL","LW_Sub1_CLX","LW_SS01_Comp.PLC.OOS","","","","","","","PLC Compartment Temperature - Out of Service","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","PLC Compartment Temperature","","","","","","","","c6dec131-ecb8-4881-38a5-1b04b3cfe218","","","0x0012d300","",""
"LW_Sub1_Comp_PLC_Temp_PV","REAL","LW_Sub1_CLX","LW_SS01_Comp.PLC.PV","0.0","100.0","0.0","100.0","^0xb0C","#EU","PLC Compartment Temperature - Process Variable","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","PLC Compartment Temperature","","1","","","","","","5aedf754-b3af-497e-b496-1b1ec1bbfae6","","","0x0012d2f0","",""
"LW_Sub1_Compartment_VOR_ON_i","DIGITAL","LW_Sub1_CLX","LW_SS01_Comp.VOR_ON_i","","","","","","","Compartment Temp - Vortex Cooler On","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","","","","","","","4f59ac06-c783-42e3-c08f-fc8fcb73d64f","","","0x0012ca40","",""
"LW_Sub1_Compartment_VOR_Water_Detected_i","DIGITAL","LW_Sub1_CLX","LW_SS01_Comp.VOR_Water_Detected_i","","","","","","","Compartment Temp - Water Detected in Vortex","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","","","","","","","f9fced8c-9027-4816-ebb9-0d2ab504c562","","","0x0012ca50","",""
"LW_Sub1_Face_CB_ESW_CLSD_W","DIGITAL","LW_Sub1_CLX","LW_SS01_Face_CB_ESW_CLSD_W","","","","","","","Face CB Earth Switch Closed","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","Alm_Trip","","","","","","","e954872e-7252-4588-17b6-2db9751369ea","","","0x0012c7c0","",""
"LW_Sub1_FaceFeeders_InterlockOk","DIGITAL","LW_Sub1_CLX","FaceFeeders_InterlockOk","","","","","","","Face Feeders Interlocks Healthy","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","1","","","","","","7f798d61-74a4-40f6-5e87-a713baa568e4","","","0x0012c710","",""
"LW_Sub1_FaceFeeders_TripOk","DIGITAL","LW_Sub1_CLX","FaceFeeders_TripOk","","","","","","","Face Feeders Trips Healthy","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","1","","","","","","643638d9-7c10-4725-2cb2-ba3d24908328","","","0x0012c720","",""
"LW_Sub1_FDR_DCB_FACE_I_DIFF_t","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_FACE_I_DIFF_t","","","","","","","Face Feeders Current Difference Trip","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","Alm_Trip","","","","","","","1b43113b-18b1-44cc-0a9a-6e5c7dfba9d8","","","0x0012cd90","",""
"LW_Sub1_FDR_DCB_FACE_I_DIFF_w","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_FACE_I_DIFF_w","","","","","","","Face Feeders Current Difference Warning","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","Alm_Warning","","","","","","","c9dbd4dc-83d4-4be2-b4a2-091e9699608d","","","0x0012cd80","",""
"LW_Sub1_FDR_DCB_Face1_ALMS_INV_OTL_t","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_FACE[1].ALMS.INV_OTL_t","","","","","","","Face Feeder 1 Drive or Feeder in Invalid Outlet","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","Alm_Trip","","","","","","","be647e61-7480-4cc7-3dba-21add7cc24f6","","","0x0012ce80","",""
"LW_Sub1_FDR_DCB_Face1_CTRLS_FND_s","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_FACE[1].CTRLS.FND_s","","","","","","","Face Feeder 1 Feeder or Drive Found","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","","","","","","","b821107b-1682-4836-288a-3b2abbdcc19e","","","0x0012ce50","",""
"LW_Sub1_FDR_DCB_Face1_IPX_DATA_ALM_HTY_s","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_FACE[1].IPX.DATA.ALM.HTY_s","","","","","","","Face Feeder 1 IPX Healthy","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","","","","","","","b97bcfb1-0ec6-4508-eeb4-ecff90bbeee9","","","0x0012ce20","",""
"LW_Sub1_FDR_DCB_Face2_ALMS_INV_OTL_t","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_FACE[2].ALMS.INV_OTL_t","","","","","","","Face Feeder 2 Drive or Feeder in Invalid Outlet","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","Alm_Trip","","","","","","","75b7c081-0db0-4392-d5a3-68e365fb22a5","","","0x0012ce90","",""
"LW_Sub1_FDR_DCB_Face2_CTRLS_FND_s","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_FACE[2].CTRLS.FND_s","","","","","","","Face Feeder 2 Feeder or Drive Found","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","","","","","","","186a0d3d-7f81-4bf1-19b8-4935ba7836d7","","","0x0012ce60","",""
"LW_Sub1_FDR_DCB_Face2_IPX_DATA_ALM_HTY_s","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_FACE[2].IPX.DATA.ALM.HTY_s","","","","","","","Face Feeder 2 IPX Healthy","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","","","","","","","d12dd6f7-0336-4c3a-ad9f-53fc8285bae2","","","0x0012ce30","",""
"LW_Sub1_FDR_DCB_Face3_ALMS_INV_OTL_t","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_FACE[3].ALMS.INV_OTL_t","","","","","","","Face Feeder 3 Drive or Feeder in Invalid Outlet","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","Alm_Trip","","","","","","","b0d7d820-9cea-45c6-b6a1-baaf8883f0cd","","","0x0012cea0","",""
"LW_Sub1_FDR_DCB_Face3_CTRLS_FND_s","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_FACE[3].CTRLS.FND_s","","","","","","","Face Feeder 3 Feeder or Drive Found","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","","","","","","","c65b3086-651c-414b-3f8f-d94d580d9644","","","0x0012ce70","",""
"LW_Sub1_FDR_DCB_Face3_IPX_DATA_ALM_HTY_s","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_FACE[3].IPX.DATA.ALM.HTY_s","","","","","","","Face Feeder 3 IPX Healthy","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","","","","","","","64b8625c-4467-460b-4da3-c26e9131bd40","","","0x0012ce40","",""
"LW_Sub1_FDR_DCB_Pmp_ALMS_INV_OTL_t","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_PMP.ALMS.INV_OTL_t","","","","","","","Pump Drive or Feeder in Invalid Outlet","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","Alm_Trip","","","","","","","8179cf3d-6264-468c-6e8a-1e52efa2a881","","","0x0012ce00","",""
"LW_Sub1_FDR_DCB_Pmp_CTRLS_CAS_INHIBIT_s","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_PMP.CTRLS.CAS_INHIBIT_s","","","","","","","Pump Outlet Inhibited to Start","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","Alm_Trip","","","","","","","edc47423-a778-4378-8b8b-b11a944452af","","","0x0012ce10","",""
"LW_Sub1_FDR_DCB_Pmp_CTRLS_FND_s","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_PMP.CTRLS.FND_s","","","","","","","Pump Feeder or Drive Found","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","","","","","","","d35b2541-5b52-4009-258b-8742caadef2c","","","0x0012cdf0","",""
"LW_Sub1_FDR_DCB_Pmp_CTRLS_STA_s","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_PMP.CTRLS.STA_s","","","","","","","Pump Feeder Run","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","1","","","","","","225a2442-3031-4e55-0b8e-7897d1929f70","","","0x0012cfa0","",""
"LW_Sub1_FDR_DCB_PMP_INS_s","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_PMP_INS_s","","","","","","","Pump DCB Feeder Inserted Status","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","","","","","","","1bbc2c3d-0448-4fca-e29d-c7ac59610188","","","0x0012cd70","",""
"LW_Sub1_FDR_DCB_Pmp_IPX_DATA_ALM_HTY_s","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_PMP.IPX.DATA.ALM.HTY_s","","","","","","","Pump IPX Healthy","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","","","","","","","d1a44d87-701d-4bc4-87be-91c730f21ede","","","0x0012cde0","",""
"LW_Sub1_FDR_Face_CLO_c_CMD_i","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_Face_CLO_c.CMD_i","","","","","","","Face Feeder Close","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","Alm_Event","","","","","","","ea9afdf9-d31a-4128-24ab-3cbc795413cc","","","0x0012cda0","",""
"LW_Sub1_FDR_Face_OPN_c_CMD_i","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_Face_OPN_c.CMD_i","","","","","","","Face Feeder Open","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","Alm_Event","","","","","","","68af6791-dad7-4a4c-dbb8-dce95ca87e44","","","0x0012cdb0","",""
"LW_Sub1_FDR_Pmp_CLO_c_CMD_i","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_Pmp_CLO_c.CMD_i","","","","","","","Pump Feeder Close","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","Alm_Event","","","","","","","3d3e01b2-98db-4460-48b3-6351e405c98d","","","0x0012cdc0","",""
"LW_Sub1_FDR_Pmp_OPN_c_CMD_i","DIGITAL","LW_Sub1_CLX","LW_SS01_FDR.DCB_Pmp_OPN_c.CMD_i","","","","","","","Pump Feeder Open","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","Alm_Event","","","","","","","043cf5cb-dda3-4b0d-2284-33eaba00ee3c","","","0x0012cdd0","",""
"LW_Sub1_HT110_BUEL_ChFlt_T","DIGITAL","LW_Sub1_CLX","LW_SS01_HT110_BUEL.Offscale","","","","","","","HT110 Backup Earth Leakage  - Channel Fault","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","HT110 Backup Earth Leakage","Alm_Trip","","","","","","","9b89cf1d-0243-4aad-c582-79816fe4d213","","","0x0012d230","",""
"LW_Sub1_HT110_BUEL_H_SP","REAL","LW_Sub1_CLX","LW_SS01_HT110_BUEL.HighSP","0.0","120.0","0.0","120.0","%","#.#EU","HT110 Backup Earth Leakage  - High level Setpoint","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","HT110 Backup Earth Leakage","","600","","","","","","521a1f6f-4806-4e08-e697-49cd1cb2b735","","","0x0012d212","",""
"LW_Sub1_HT110_BUEL_H_W","DIGITAL","LW_Sub1_CLX","LW_SS01_HT110_BUEL.HighAlarm","","","","","","","HT110 Backup Earth Leakage  - High Level Alarm","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","HT110 Backup Earth Leakage","Alm_Warning","","","","","","","bf4d15c8-1955-4d44-4b96-1a9b57b00379","","","0x0012d250","",""
"LW_Sub1_HT110_BUEL_HH_SP","REAL","LW_Sub1_CLX","LW_SS01_HT110_BUEL.HighHighSP","0.0","120.0","0.0","120.0","%","#.#EU","HT110 Backup Earth Leakage  - High High Level Setpoint","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","HT110 Backup Earth Leakage","","600","","","","","","b66325ac-0d3e-4a13-ab96-b08f439c6a65","","","0x0012d211","",""
"LW_Sub1_HT110_BUEL_HH_T","DIGITAL","LW_Sub1_CLX","LW_SS01_HT110_BUEL.HighHighAlarm","","","","","","","HT110 Backup Earth Leakage  - High High Level Alarm","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","HT110 Backup Earth Leakage","Alm_Trip","","","","","","","22480337-22f5-4e45-b289-4d59b469e02e","","","0x0012d240","",""
"LW_Sub1_HT110_BUEL_L_SP","REAL","LW_Sub1_CLX","LW_SS01_HT110_BUEL.LowSP","0.0","120.0","0.0","120.0","%","#.#EU","HT110 Backup Earth Leakage  - Low Level Setpoint","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","HT110 Backup Earth Leakage","","600","","","","","","c70335e4-1ae9-4ef8-79b2-5e0fd589c66a","","","0x0012d213","",""
"LW_Sub1_HT110_BUEL_L_W","DIGITAL","LW_Sub1_CLX","LW_SS01_HT110_BUEL.LowAlarm","","","","","","","HT110 Backup Earth Leakage  - Low Level Alarm","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","HT110 Backup Earth Leakage","Alm_Warning","","","","","","","3bcef174-8df2-437b-babd-5ec60da578c6","","","0x0012d260","",""
"LW_Sub1_HT110_BUEL_LL_SP","REAL","LW_Sub1_CLX","LW_SS01_HT110_BUEL.LowLowSP","0.0","120.0","0.0","120.0","%","#.#EU","HT110 Backup Earth Leakage  - Low Low Level Setpoint","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","HT110 Backup Earth Leakage","","600","","","","","","1de8c5d0-078d-4ea6-ccb4-9db5fae45826","","","0x0012d214","",""
"LW_Sub1_HT110_BUEL_LL_T","DIGITAL","LW_Sub1_CLX","LW_SS01_HT110_BUEL.LowLowAlarm","","","","","","","HT110 Backup Earth Leakage  - Low Low Level Alarm","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","HT110 Backup Earth Leakage","Alm_Trip","","","","","","","2dac20cc-64cb-4324-e7b0-a614cbc90abd","","","0x0012d270","",""
"LW_Sub1_HT110_BUEL_OOS","DIGITAL","LW_Sub1_CLX","LW_SS01_HT110_BUEL.OOS","","","","","","","HT110 Backup Earth Leakage  - Out of Service","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","HT110 Backup Earth Leakage","","","","","","","","1e257592-6560-48ca-b891-d559dcb71108","","","0x0012d220","",""
"LW_Sub1_HT110_BUEL_PV","REAL","LW_Sub1_CLX","LW_SS01_HT110_BUEL.PV","0.0","120.0","0.0","120.0","%","#.#EU","HT110 Backup Earth Leakage  - Process Variable","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","HT110 Backup Earth Leakage","","1","","","","","","a80ec7b5-f353-4799-0695-b7fc92d0559c","","","0x0012d210","",""
"LW_Sub1_InterlockOK","DIGITAL","LW_Sub1_CLX","InterlockOK","","","","","","","Interlocks Healthy","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","1","","","","","","efb59636-c533-41d6-56ba-f00f65d5ecea","","","0x0012c670","",""
"LW_Sub1_MC_240V_HTY_I","DIGITAL","LW_Sub1_CLX","LW_SS01_MC_240V_HTY_I","","","","","","","240V MC Healthy","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","","","","","","","","0d5b146b-7124-4fcd-5e95-6637654f09d0","","","0x0012c7d0","",""
"LW_Sub1_MC_240V_OPN_W","DIGITAL","LW_Sub1_CLX","LW_SS01_MC_240V_OPN_W","","","","","","","240V MC Open","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","","Alm_Trip","","","","","","","7a50fb3a-caa2-4219-ce87-f5bdefd26cba","","","0x0012c7e0","",""
"LW_Sub1_OTL_6_CB_CLSD_i","DIGITAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.CB_CLSD_i","","","","","","","Outlet 6 - Circuit breaker Closed","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6","","","","","","","","c1cf0c19-8021-4e41-d483-a1f27d39e159","","","0x0012d440","",""
"LW_Sub1_OTL_6_CON_CLSD_i","DIGITAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.CON_CLSD_i","","","","","","","Outlet 6 - Contactor Closed","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6","","","","","","","","12bf61ca-0251-4208-d98c-5d8ccf215213","","","0x0012d450","",""
"LW_Sub1_OTL_6_Earth_Leakage_ChFlt_T","DIGITAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.EL.Offscale","","","","","","","Outlet 6 Earth Leakage - Channel Fault","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6 Earth Leakage","Alm_Trip","","","","","","","479744f5-c4bd-4978-7492-6ebae8560d3f","","","0x0012d550","",""
"LW_Sub1_OTL_6_Earth_Leakage_H_SP","REAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.EL.HighSP","0.0","350.0","0.0","350.0","A","#.#EU","Outlet 6 Earth Leakage - High level Setpoint","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6 Earth Leakage","","600","","","","","","99247bce-2dd0-4db7-d892-edbe57db7387","","","0x0012d542","",""
"LW_Sub1_OTL_6_Earth_Leakage_H_W","DIGITAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.EL.HighAlarm","","","","","","","Outlet 6 Earth Leakage - High Level Alarm","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6 Earth Leakage","Alm_Warning","","","","","","","7354ec37-e60d-44d4-7695-4482b74d4b68","","","0x0012d570","",""
"LW_Sub1_OTL_6_Earth_Leakage_HH_SP","REAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.EL.HighHighSP","0.0","350.0","0.0","350.0","A","#.#EU","Outlet 6 Earth Leakage - High High Level Setpoint","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6 Earth Leakage","","600","","","","","","c6b2a4ed-2c4b-4f78-319b-582bf858e766","","","0x0012d541","",""
"LW_Sub1_OTL_6_Earth_Leakage_HH_T","DIGITAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.EL.HighHighAlarm","","","","","","","Outlet 6 Earth Leakage - High High Level Alarm","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6 Earth Leakage","Alm_Trip","","","","","","","bce97257-efa8-40f7-588e-cd7265cecee3","","","0x0012d560","",""
"LW_Sub1_OTL_6_Earth_Leakage_L_SP","REAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.EL.LowSP","0.0","350.0","0.0","350.0","A","#.#EU","Outlet 6 Earth Leakage - Low Level Setpoint","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6 Earth Leakage","","600","","","","","","8111ccc1-6a65-47b2-f28c-e8e49e268643","","","0x0012d543","",""
"LW_Sub1_OTL_6_Earth_Leakage_L_W","DIGITAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.EL.LowAlarm","","","","","","","Outlet 6 Earth Leakage - Low Level Alarm","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6 Earth Leakage","Alm_Warning","","","","","","","27516384-18c4-4df2-eeb7-7954236b2531","","","0x0012d580","",""
"LW_Sub1_OTL_6_Earth_Leakage_LL_SP","REAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.EL.LowLowSP","0.0","350.0","0.0","350.0","A","#.#EU","Outlet 6 Earth Leakage - Low Low Level Setpoint","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6 Earth Leakage","","600","","","","","","9e03c13e-67cb-4fa6-d6b4-eaa0c161f2ba","","","0x0012d544","",""
"LW_Sub1_OTL_6_Earth_Leakage_LL_T","DIGITAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.EL.LowLowAlarm","","","","","","","Outlet 6 Earth Leakage - Low Low Level Alarm","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6 Earth Leakage","Alm_Trip","","","","","","","dd67c93d-04c5-4e51-3fb9-54f3b67ff4de","","","0x0012d590","",""
"LW_Sub1_OTL_6_Earth_Leakage_PV","REAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.EL.PV","0.0","350.0","0.0","350.0","A","#.#EU","Outlet 6 Earth Leakage - Process Variable","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6 Earth Leakage","","1","","","","","","321e542e-61f0-494f-5097-5e4f23f05be1","","","0x0012d540","",""
"LW_Sub1_OTL_6_EC_t","DIGITAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.EC_t","","","","","","","Outlet 6 - Earth Continuity Trip","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6","","","","","","","","57eb1c0c-1fcf-454b-2289-a8aa4f15a326","","","0x0012d470","",""
"LW_Sub1_OTL_6_EC_TST_c_CMD_i","DIGITAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.EC_TST_c.CMD_i","","","","","","","Outlet 6 - Earth Continuity Test Request","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6","Alm_Event","","","","","","","c93d4a4c-a973-4d39-1a96-7705be8c9e35","","","0x0012d530","",""
"LW_Sub1_OTL_6_EFLO_t","DIGITAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.EFLO_t","","","","","","","Outlet 6 - EFLO Trip","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6","","","","","","","","9ff00111-ef81-462f-87b0-f7c396695061","","","0x0012d490","",""
"LW_Sub1_OTL_6_EL_t","DIGITAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.EL_t","","","","","","","Outlet 6 - Earth Leakage Trip","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6","","","","","","","","a8da9dbb-bd38-4b19-66b3-19bdb39147fe","","","0x0012d480","",""
"LW_Sub1_OTL_6_EL_TST_c_CMD_i","DIGITAL","LW_Sub1_CLX","LW_SS01_AUX.OTL_6.EL_TST_c.CMD_i","","","","","","","Outlet 6 - Earth Leakage Test Request","LW1_Cl","LW1.Sub1","","","","","","LW903 Sub1","Outlet 6","Alm_Event","","","","","","","053aa63d-cd7d-4b72-4883-c3d0c250d706","","","0x0012d520","",""
